18851,37633,132
17423,38133,145
17638,37839,145
17708,37725,145
17794,37634,145
18024,37820,145
18184,37758,145
18284,37824,145
19410,37405,145
19452,38661,145
13499,38818,138
14444,41417,138
14635,41077,138
14679,41151,138
22699,18736,138
16527,38645,336
17207,37874,336
17388,37260,336
17349,38043,336
17382,39065,336
17462,37928,336
17528,37616,336
17762,37340,336
18081,39270,336
18319,39102,336
18455,38939,336
18584,39676,336
18726,39010,336
18747,39125,336
18879,38991,336
18824,38856,336
18895,39650,336
18879,39758,336
19027,39207,336
19154,39454,336
19155,38761,336
21035,41140,336
21802,41200,336
16709,37714,341
17449,37918,341
18662,38705,341
14972,34684,246
15536,32992,246
16374,30886,246
19822,41031,246
19901,46620,246
20028,46840,246
20094,47115,246
20329,47247,246
20588,48543,246
20946,41501,246
21092,42236,246
21223,42177,246
21422,49201,246
21418,49537,246
21545,42241,246
21739,41061,246
22626,40798,246
22893,42019,246
23488,50615,246
23593,40897,246
24277,51955,246
25924,52542,246
26246,52611,246
27126,53809,246
18491,45577,231
19909,44586,231
20577,40976,231
20767,45341,231
21387,42005,231
22242,38974,231
22254,51044,231
22374,40000,231
22571,42189,231
22810,40052,231
22851,38768,231
22837,39515,231
23145,41568,231
23156,39629,231
23247,41075,231
23398,41499,231
23515,39709,231
23514,40221,231
23545,40792,231
6565,35380,199
11401,32152,199
12447,36524,199
12520,36121,199
12621,35474,199
12755,36232,199
12923,35628,199
12932,35926,199
12985,36116,199
13084,35942,199
13121,35716,199
13165,35370,199
13178,35610,199
13181,36082,199
13207,34889,199
13340,35629,199
14394,35537,199
14619,37994,199
14668,35439,199
14736,32484,199
15139,38263,199
15345,38511,199
15467,38612,199
15584,38647,199
16251,38856,199
18658,39389,199
18779,44080,199
18811,39588,199
18865,40387,199
18939,43949,199
18958,44473,199
18985,41306,199
19167,43782,199
19223,38007,199
19249,42856,199
19252,43953,199
19340,41297,199
19368,44054,199
19412,43164,199
19466,44537,199
19455,45276,199
19471,41306,199
19538,44028,199
19544,41983,199
19599,43618,199
19581,40330,199
19590,41564,199
19630,41432,199
19638,39552,199
19682,41158,199
19644,40337,199
19684,40704,199
19744,41988,199
19741,42561,199
19890,40660,199
19818,41638,199
19886,41210,199
19901,40999,199
20022,40835,199
20016,42514,199
20008,41403,199
20168,42024,199
20202,42321,199
20226,41512,199
20209,39983,199
20279,42972,199
20327,40393,199
20320,40119,199
20353,42175,199
21945,26434,199
20441,42402,199
20441,42238,199
20516,40741,199
20472,39721,199
20505,39793,199
20512,42220,199
20529,43034,199
20539,41588,199
20573,42737,199
20624,42408,199
20625,43425,199
20644,40170,199
20696,38250,199
20726,42243,199
20739,38464,199
20786,40274,199
20788,39464,199
20939,42631,199
20980,42582,199
20980,41623,199
20984,41943,199
21008,43433,199
21210,42200,199
21210,39733,199
21273,36740,199
21383,38075,199
21447,40289,199
21472,40562,199
21482,41031,199
21491,39864,199
21507,42819,199
21546,41746,199
21534,40873,199
21582,40429,199
21638,43045,199
21634,40576,199
21671,42268,199
21684,40886,199
21822,40177,199
21842,42536,199
21925,43088,199
22029,42219,199
22052,42302,199
22289,40593,199
22380,40138,199
23032,42418,199
23074,42667,199
23217,41829,199
23256,42586,199
16941,25782,177
19678,24191,177
13793,41995,177
15700,33260,177
15963,40893,177
16606,39033,177
16598,39291,177
16801,38826,177
16766,38347,177
16924,38698,177
17080,38759,177
17117,38625,177
17167,38258,177
17273,37494,177
17307,38189,177
17568,38422,177
17587,38103,177
17569,38571,177
17720,38085,177
17854,38321,177
17877,37506,177
17960,37233,177
18076,37465,177
18202,37054,177
18377,39402,177
18709,42379,177
18841,37852,177
18836,38388,177
18967,38156,177
19113,37390,177
19117,37660,177
19308,37425,177
19370,41035,177
19418,37922,177
19428,40548,177
19472,39465,177
19517,41468,177
19505,37944,177
19555,42572,177
19609,42310,177
19582,40257,177
19602,41831,177
19637,37768,177
19683,40153,177
19736,37366,177
19730,39407,177
19761,39725,177
19779,41967,177
19777,39827,177
19776,39147,177
19851,40552,177
19858,39396,177
19869,41877,177
19887,39514,177
19908,37816,177
19916,41412,177
19912,36277,177
19944,41271,177
19948,41191,177
19960,37328,177
19963,42122,177
19999,40040,177
20002,42194,177
20042,40268,177
20027,41435,177
20039,40168,177
20071,37701,177
20070,41851,177
20059,39600,177
20113,36197,177
20094,40161,177
20203,41042,177
20194,40525,177
20189,40089,177
20228,38845,177
20353,40976,177
20445,39600,177
20470,39420,177
20561,40553,177
20573,39029,177
20606,40051,177
20602,40816,177
20667,38104,177
20685,39908,177
20689,39511,177
20777,39491,177
20800,40442,177
20803,39287,177
20817,40809,177
20825,42408,177
20844,40537,177
20914,40578,177
20907,40041,177
20939,42225,177
20948,39585,177
20970,39396,177
20994,40354,177
21070,41427,177
21045,39537,177
21065,41206,177
21054,39598,177
21168,37463,177
21193,39070,177
21201,40365,177
21335,41459,177
21475,41563,177
21738,41250,177
21808,41601,177
21844,38608,177
22093,37439,177
22170,37652,177
22315,42656,177
22494,37983,177
18778,23910,100
14655,38336,94
12649,37941,193
13319,36917,193
13356,36807,193
13644,37817,193
13735,36586,193
13751,37820,193
14000,36498,193
13992,37797,193
14027,36594,193
14110,36223,193
14285,36714,193
14301,36522,193
14388,37753,193
14365,36901,193
14449,36948,193
14749,37859,193
14560,36847,193
14604,37231,193
14797,37521,193
14771,37717,193
14920,37823,193
14940,37685,193
15070,37865,193
15104,37295,193
15194,37788,193
15242,37963,193
15290,38049,193
15272,38173,193
15327,37916,193
15340,37472,193
15371,37598,193
15421,37920,193
15422,38355,193
15446,37492,193
15482,38457,193
15462,37724,193
15457,38129,193
15605,37654,193
15663,38053,193
15731,38203,193
15765,38309,193
15770,38522,193
15795,39679,193
15810,37810,193
15888,38314,193
15897,38110,193
15924,38495,193
15937,38764,193
15928,39330,193
15967,39202,193
15974,37843,193
16002,38492,193
16016,39057,193
16091,38972,193
16108,39135,193
16128,38763,193
16149,39042,193
16174,38397,193
16192,38892,193
16205,38808,193
16279,38266,193
16289,38985,193
16290,38841,193
16323,38599,193
16345,38485,193
16357,38057,193
16361,38120,193
16377,38204,193
16437,38298,193
16508,32817,193
16534,38298,193
16611,38568,193
17533,38907,193
18645,44045,193
18760,39811,193
18791,44322,193
18938,43650,193
18897,43037,193
18994,44007,193
18973,43495,193
19128,43880,193
19128,42624,193
19241,43044,193
19214,44030,193
19246,43887,193
19270,41176,193
19298,43468,193
19374,44281,193
19382,43032,193
19415,42365,193
19427,39401,193
19474,43955,193
19487,41982,193
19635,43249,193
19659,40893,193
19720,40042,193
19816,43669,193
19802,44214,193
19839,43752,193
19839,42220,193
19879,40371,193
19926,40198,193
19984,40741,193
20007,39556,193
20059,41006,193
20077,43488,193
20079,38399,193
20185,40793,193
20147,39771,193
20143,40942,193
20313,37331,193
20325,41266,193
20335,40467,193
20313,40561,193
20526,40336,193
20468,41195,193
20542,40030,193
20520,40437,193
20570,40159,193
20680,40572,193
20579,38529,193
20615,40536,193
20672,41050,193
20673,41202,193
20728,40818,193
20752,39496,193
20775,41551,193
20785,43012,193
20822,40238,193
20811,43143,193
20833,40053,193
20866,39533,193
20835,43324,193
20916,37793,193
21026,39423,193
21111,42435,193
21138,40440,193
21210,39926,193
21237,40570,193
21165,41495,193
21175,38131,193
21203,42495,193
21227,41854,193
21263,41205,193
21284,40784,193
21317,42378,193
21325,40663,193
21306,42957,193
21389,37286,193
21423,36817,193
21438,40202,193
21434,39958,193
21464,41590,193
21470,40002,193
21498,37818,193
21520,42820,193
21514,39572,193
21563,42340,193
21581,39609,193
21700,39797,193
21672,39501,193
21692,39995,193
21804,40078,193
21898,41222,193
22133,37347,193
22348,37952,193
22654,37444,193
23905,36062,193
16237,23433,7
14802,22852,70
10545,35217,304
12393,42247,304
12786,41983,304
12888,41995,304
12985,42007,304
16620,37932,304
16703,38321,304
16791,37924,304
16922,38224,304
16891,37819,304
17010,38033,304
17007,38484,304
17047,38092,304
17097,37799,304
17123,38055,304
17161,38345,304
17246,38409,304
17258,37373,304
17339,38159,304
17445,37598,304
17543,37765,304
17573,37448,304
17583,37532,304
17582,38276,304
18016,37180,304
18172,44653,304
18201,36897,304
18256,44686,304
18490,38595,304
18605,37164,304
18715,44331,304
18778,41154,304
18766,40653,304
18809,38219,304
18954,43915,304
18988,38548,304
19044,41271,304
19037,43272,304
19049,42908,304
19143,37962,304
19148,37501,304
19218,40377,304
19214,44198,304
19210,41454,304
19247,39061,304
19308,39174,304
19354,38816,304
19385,40998,304
19421,40691,304
19473,38811,304
19496,41468,304
19543,37980,304
19542,37022,304
19550,38630,304
19585,40613,304
19586,37239,304
19652,40646,304
19664,40204,304
19784,40417,304
19672,40907,304
19722,41054,304
19730,37577,304
19778,37626,304
19771,41567,304
19837,38148,304
19813,41115,304
19866,39774,304
19924,41534,304
19939,38060,304
19995,37171,304
19993,40109,304
20081,39432,304
20085,39999,304
20124,40996,304
20133,40857,304
20205,40336,304
20211,39794,304
20193,41102,304
20250,41541,304
20291,40367,304
20271,37048,304
20283,41395,304
20345,40814,304
20478,39720,304
20486,38307,304
20529,41540,304
20606,40070,304
20601,41464,304
20563,45086,304
20609,40979,304
20631,39319,304
20662,40928,304
20697,40144,304
20802,41325,304
20829,39848,304
20873,40181,304
20934,39430,304
20975,39496,304
20978,42151,304
21375,37053,304
12955,42042,290
13038,41776,290
13137,41722,290
13240,41847,290
18151,40254,290
18944,43717,290
18921,44639,290
19040,41030,290
19149,44028,290
19150,44310,290
19196,44243,290
19266,41002,290
19250,43166,290
19244,42066,290
19357,44058,290
19393,43020,290
19483,42767,290
