animal,section,row,col,label,mean_score,std_score,predictions
DK55,172,17867.482254697286,38530.36534446764,0,-0.554373158638676,1.232522127628986,0
DK55,172,17923.996082046557,37407.023507720674,1,4.252177890141805,1.205202023910894,2
DK55,172,17950.6728,38341.5504,1,3.7344377040863037,1.1624040351519918,2
DK55,172,17962.98784530387,35788.65138121547,1,4.600849938392639,0.764669576693415,2
DK55,172,17999.907841140528,37212.76629327903,1,3.2128925561904906,0.820996396774298,2
DK55,172,18040.13034923758,38012.12051155928,1,0.7759148290380835,1.1176767223215005,2
DK55,172,19036.545226130653,39365.89949748744,1,-2.909745481113593,2.6729465170006623,0
DK55,172,19095.925340990667,37052.451902368986,0,0.5425252065062522,1.6487108507028942,0
DK55,172,19165.545652173914,36060.65,1,0.2568296954035759,1.1280160020824055,0
DK55,172,19205.42918454936,37652.602575107296,0,2.242734834055106,1.4766886244412436,0
DK55,172,19247.247086247087,39335.205128205125,1,0.3139720605065425,1.4521492814433992,0
DK55,172,19265.966666666667,40132.01349206349,1,3.89697927236557,0.8661689336606355,2
DK55,172,19289.16518936341,39603.46655922643,1,2.2253698108096915,1.0340935295981086,2
DK55,172,19353.511293634496,42120.49691991787,1,2.3026275555292766,0.8790931974585747,2
DK55,172,19369.68514851485,44627.9702970297,1,0.5940603523204724,1.066143196579207,2
DK55,172,19383.111392405062,39524.49367088608,1,-0.5227886731425921,1.789936712739525,0
DK55,172,19422.93105413105,40533.75042735043,1,4.6927967468897505,0.8348137422599125,2
DK55,172,19426.66569767442,40485.70542635659,1,1.6006104044616223,0.8553422665465696,2
DK55,172,19453.86113266097,42429.43134212568,1,3.0054997933407623,1.0639367828069541,2
DK55,172,19490.27569331158,39803.336052202285,1,2.737477336327235,0.788856494729616,2
DK55,172,19553.719889247808,37138.55329949239,0,2.0760144696881375,1.6959497839131015,0
DK55,172,19552.940441882805,42071.70893371758,1,3.4450922211011252,0.8099549877007712,2
DK55,172,19598.02579582876,39775.88364434688,1,3.916010920206706,0.8901580379283757,2
DK55,172,19651.654773656748,40511.73036243125,1,1.5917835000902414,0.7928754565446181,2
DK55,172,19612.79555555556,40069.85333333333,1,-0.7754221301525831,1.692775007434428,0
DK55,172,19645.617283950614,39276.20061728395,1,2.87914953827858,0.9376710956726567,2
DK55,172,19668.663727959694,42541.26994122586,1,4.570356194178263,0.9303752565740996,2
DK55,172,19660.559147180196,40301.336313617605,1,3.977452592055003,0.9024939752216702,2
DK55,172,19678.112207151666,40237.92725030826,1,3.0659233967463178,0.8655764600114491,2
DK55,172,19773.245144202472,41717.93290170689,1,1.1556018128991128,1.1487841339512683,2
DK55,172,19801.56622851365,41253.2537917088,1,2.616970916092396,0.9399011342934686,2
DK55,172,19828.899413622014,42021.189896256205,1,4.536461051305135,0.7521040346514563,2
DK55,172,19819.725740848346,35854.787914003486,1,2.4377631584803265,1.0868358878355182,2
DK55,172,19818.6835443038,39361.78773125609,1,2.407848922411601,0.852704136255971,2
DK55,172,19819.22164948453,41370.53711340206,1,2.430774315694968,1.1143565775101003,2
DK55,172,19823.55769230769,38938.1047008547,1,1.2260272378722827,1.012803350953857,2
DK55,172,19864.94070619587,41909.14323784144,1,0.6382487674554189,1.0710747793928062,2
DK55,172,19881.7183908046,42207.220601237845,1,-0.5759265740712484,1.358822119242806,0
DK55,172,19862.776430466085,40884.8021978022,1,2.9672406295935314,0.9187283982642989,2
DK55,172,19880.19954040597,41591.109153581005,1,1.8811652998129527,1.120812633238483,2
DK55,172,19898.26576461578,41419.83482256829,1,2.953249094883601,1.227972999804585,2
DK55,172,19887.504475703325,40049.63363171356,1,2.7680254618326825,1.0422942482409172,2
DK55,172,19943.635514018693,41351.81308411215,1,3.5984867890675862,0.913154164196301,2
DK55,172,19933.703397612488,40614.1028466483,1,3.5066229621569316,0.7724827335902609,2
DK55,172,19949.91938997821,39824.20588235294,1,1.2087796787420908,1.0439886863348198,2
DK55,172,19966.60481927711,38545.86265060241,1,2.8700639565785724,0.7127695787065091,2
DK55,172,19980.144050104383,39960.39352818372,1,0.630834839741389,1.2799514041588043,0
DK55,172,19984.90731040765,42087.34183557276,1,2.575142758587996,1.1048942137298219,2
DK55,172,19992.504859919954,41700.288736420815,1,3.6204517006874086,0.9561512912780963,2
DK55,172,20023.13797240552,40571.21595680864,1,3.096794319152832,0.8832948331962547,2
DK55,172,20076.0658436214,41466.67901234568,1,0.1490942794829607,0.9333028308130605,2
DK55,172,20098.947965310206,39461.7891927952,1,4.00376660823822,0.7442824991434511,2
DK55,172,20144.685267857145,35948.42946428571,1,1.6391387442747751,1.1470388399563696,2
DK55,172,20184.94396551724,40053.87099753694,1,1.8249954516688982,1.0348877148211297,2
DK55,172,20125.208092485547,41546.815028901736,1,-2.349972345493734,2.339043701390521,0
DK55,172,20149.54666666667,39588.513333333336,0,0.002332331364353498,1.1686550977422905,0
DK55,172,20169.25780906291,41622.47998240211,1,2.4086163361867268,0.8395232810266743,2
DK55,172,20169.878928987197,38324.57974388824,1,3.2328834732373557,0.6516521070863214,2
DK55,172,20175.22879464285,39699.654017857145,1,2.8493828058242796,0.7146264491872696,2
DK55,172,20245.646542261253,41213.548298573,1,4.671161834398905,0.9884261004977184,2
DK55,172,20256.77142857143,40245.76571428571,1,5.035468363761902,0.6962302725212828,2
DK55,172,20262.41105769231,40538.97836538462,1,3.552166513601939,0.9410916670619017,2
DK55,172,20275.35148514852,42591.33477722772,1,3.8697710037231445,0.7962038638862342,2
DK55,172,20333.81098039216,39506.386666666665,1,-0.11764343331257503,1.4455310277191207,0
DK55,172,20376.9941089838,40396.21207658321,1,-0.46955660382906594,1.6974749493975547,0
DK55,172,20531.566666666666,39143.52432432432,1,2.034907921155294,0.7452512202570012,2
DK55,172,20596.910798122062,39474.36150234742,1,-0.6994224034249783,2.195240988038437,0
DK55,172,20652.317021276594,39625.489716312055,1,3.843535073598226,1.0623901749890239,2
DK55,172,20814.249031007752,40237.24321705426,1,3.0262760361035665,0.9605345446157918,2
DK55,172,20812.755652173917,35493.32782608696,1,2.171309154232343,1.0466531719112553,2
DK55,172,20934.56485623003,38295.07476038339,1,4.395701376597087,1.0259525188553371,2
DK55,172,21035.901271503364,40643.33657442035,1,2.432818920413653,0.8241598141469759,2
DK55,172,21092.158230370667,39120.18453567158,1,3.430262247721354,0.9327707603171131,2
DK55,172,21173.13530655391,39161.68921775898,1,1.6311071069290242,0.8068243391340889,2
DK55,172,21312.64383561644,40181.14131218457,1,4.456840705871582,0.9707388442339296,2
DK55,172,21384.00941915228,38875.42700156986,1,0.2151973992586136,1.429615404824271,0
DK55,172,21476.641423357665,40065.14811435523,1,-1.37417428943639,2.1217318974768133,0
DK55,172,22257.80503144654,37710.83396226415,1,2.1289176106452943,0.8647501495448288,2
DK55,172,22347.37471783296,33904.67155756208,0,1.283596707507968,1.4048720725853705,0
DK55,172,22426.327164573693,42419.4263053536,1,3.7510514815648395,0.7822410343073598,2
DK55,172,22531.327032136105,34009.61436672968,0,0.7083933512369792,1.2400470157006422,0
DK55,172,22551.73008130081,33942.68292682927,0,0.4717177062605818,1.0683218075565488,2
DK55,172,22627.81659238944,36908.59204662324,1,3.92634787162145,1.318982701261803,2
DK55,172,22903.54460719041,37251.79560585885,1,2.9719030996163687,0.8750187352608436,2
DK55,172,25761.946260387813,30671.769252077564,0,2.1671361989652116,1.759937952594446,0
DK55,248,20070.62217581166,9312.653313081451,0,0.42649599313735964,1.636570733443029,0
DK55,248,16757.965681412417,32697.787740527678,1,0.4943219726284345,1.0720612979673576,2
DK55,248,19926.59226594301,41011.59294436906,1,0.7628855965410669,1.1547193873519348,0
DK55,248,20203.852204681545,47238.57267283615,1,4.714550805091858,1.1873427252705424,2
DK55,248,20359.327243589745,42389.86602564102,1,-0.3232558161020279,1.4695073684473745,0
DK55,248,20756.90961427749,42471.587219343695,1,3.0693294485410054,1.1643858689791688,2
DK55,248,21043.210439300896,42378.34411903637,1,2.94455462594827,1.3974016509383425,2
DK55,248,21038.661269430053,42256.9579015544,1,3.9243820269902545,1.1112306373369842,2
DK55,248,21045.412307692302,39289.85897435898,1,3.141362182299296,0.8029647510872503,2
DK55,248,21206.14297928938,43314.62435873076,1,-0.08409275859594345,1.4083763291176497,0
DK55,248,21494.571649484536,42298.62268041237,1,3.6641922036806744,1.069895556226322,2
DK55,248,21625.98007174173,41561.98485452372,1,0.42433866759141287,1.550990033477992,0
DK55,248,21643.6741196199,41897.2219116825,1,-0.2643668532371521,1.5145620186071838,0
DK55,248,21611.42456140351,41968.29068825911,0,-0.8295587236682574,1.503172164585678,0
DK55,248,21651.10522696011,42489.75068775791,1,3.274636282523473,0.9033662038819665,2
DK55,248,21803.23794928949,41090.291028141546,1,1.680685933927695,1.0235730669173917,2
DK55,248,22099.42505554606,41881.33259271919,1,1.6166916618744531,1.0109938937437253,2
DK55,248,22063.58930972658,40543.3585835948,1,-0.28498547499378524,2.160388691151042,0
DK55,248,22076.45475504323,41423.49005763689,1,2.081818262239297,1.0239413794214574,2
DK55,248,22745.67788686302,41629.856942496495,1,2.9578451832135517,1.001045416254136,2
DK55,248,22901.377159114003,41629.69335500915,1,3.111366006731987,1.414170025371924,2
DK55,248,22881.01306532663,41509.404020100505,1,-1.319907188291351,2.003318955554193,0
DK55,248,22985.534643734645,40941.68697788698,1,4.852778343359629,1.2278170470610739,2
DK55,248,23328.71204819277,40229.35301204819,0,0.9355601005256176,1.0227359668716312,2
