,section,name,side,vertices
2045,120,VCA,L,"[[17738.115644, 12164.14097068], [17701.97006648, 12074.27235239], [17644.57442471, 12017.77178607], [17558.70985865, 11946.32442917], [17481.47342633, 11896.81895403], [17438.07822238, 11849.6588499], [17446.04530499, 11755.8374567], [17576.97913942, 11755.1815333], [17741.75420222, 11756.87098092], [17839.54375353, 11763.43904529], [17982.83985548, 11785.19305232], [18120.28534924, 11853.62373163], [18173.71796063, 11896.35275672], [18222.93813412, 11972.68898585], [18274.94608861, 12087.30265011], [18304.78839247, 12182.07039609], [18320.15708213, 12286.40237312], [18368.42577512, 12415.71854819], [18439.08901533, 12578.18413409], [18485.98945646, 12612.50879431], [18536.37462386, 12694.68024844], [18538.66871755, 12812.54461464], [18448.80009926, 12848.69019216], [18323.22318571, 12882.25637434], [18250.87562562, 12869.39529177], [18236.68731306, 12725.38686137], [18194.95079033, 12604.47505118], [18143.1666047, 12518.33543894], [18060.57837923, 12420.74914556], [17949.05318082, 12311.95019537], [17825.14007623, 12256.59411204]]"
2046,217,SC,S,"[[21387.87775775, 9662.16843823], [21301.20707314, 9655.12364569], [21214.53638853, 9648.07885316], [21127.86570392, 9641.03406063], [21059.93811473, 9618.06408968], [20992.01052555, 9595.09411873], [20942.8260318, 9556.19896937], [20893.64153804, 9517.30382], [20844.45704429, 9478.40867064], [20851.50183682, 9391.73798602], [20875.88076628, 9306.47625992], [20913.36695714, 9274.62590309], [20969.59624342, 9226.85036784], [21007.08243428, 9195.00001101], [21063.31172057, 9147.22447576], [21100.79791143, 9115.37411893], [21157.02719771, 9067.59858368], [21195.92234708, 9018.41408993], [21233.40853794, 8986.5637331], [21272.3036873, 8937.37923934], [21311.19883666, 8888.19474559], [21350.09398603, 8839.01025183], [21388.98913539, 8789.82575808], [21429.29324327, 8723.3071274], [21466.77943412, 8691.45677057], [21505.67458349, 8642.27227682], [21544.56973285, 8593.08778306], [21583.46488222, 8543.90328931], [21622.36003158, 8494.71879555], [21661.25518095, 8445.5343018], [21700.15033031, 8396.34980805], [21740.45443818, 8329.83117737], [21779.34958755, 8280.64668362], [21818.24473691, 8231.46218986], [21857.13988628, 8182.27769611], [21896.03503564, 8133.09320235], [21934.93018501, 8083.9087086], [21973.82533437, 8034.72421484], [22012.72048373, 7985.53972109], [22051.6156331, 7936.35522734], [22090.51078246, 7887.17073358], [22129.40593183, 7837.98623983], [22168.30108119, 7788.80174607], [22205.78727205, 7756.95138924], [22262.01655834, 7709.175854], [22299.5027492, 7677.32549716], [22338.39789856, 7628.14100341], [22394.62718485, 7580.36546816], [22432.11337571, 7548.51511133], [22486.93370349, 7518.07371301], [22541.75403127, 7487.63231468], [22613.90849597, 7458.59987486], [22668.72882375, 7428.15847654], [22723.54915153, 7397.71707821], [22776.9605208, 7384.60981681], [22849.11498551, 7355.57737699], [22902.52635478, 7342.47011559], [22974.68081948, 7313.43767577], [23029.50114726, 7282.99627744], [23116.17183188, 7290.04106998], [23186.91733807, 7278.34276708], [23257.66284427, 7266.64446418], [23344.33352888, 7273.68925672], [23412.26111806, 7296.65922767], [23498.93180268, 7303.7040202], [23566.85939186, 7326.67399115], [23634.78698104, 7349.6439621], [23721.45766565, 7356.68875463], [23808.12835027, 7363.73354716], [23894.79903488, 7370.7783397], [23981.46971949, 7377.82313223], [24049.39730867, 7400.79310318], [24136.06799329, 7407.83789571], [24222.7386779, 7414.88268824], [24309.40936251, 7421.92748078], [24396.08004712, 7428.97227331], [24448.08245789, 7433.19914883], [24534.7531425, 7440.24394136], [24602.68073169, 7463.21391231], [24689.3514163, 7470.25870484], [24776.02210091, 7477.30349738], [24843.94969009, 7500.27346833], [24930.6203747, 7507.31826086], [24998.54796389, 7530.28823181], [25066.47555307, 7553.25820276], [25115.66004683, 7592.15335212], [25183.58763601, 7615.12332307], [25232.77212976, 7654.01847243], [25300.69971895, 7676.98844338], [25349.8842127, 7715.88359275], [25399.06870645, 7754.77874211], [25448.25320021, 7793.67389148], [25516.18078939, 7816.64386243], [25527.87909229, 7887.38936862], [25539.57739518, 7958.13487482], [25551.27569808, 8028.88038101], [25544.23090555, 8115.55106563], [25555.92920844, 8186.29657182], [25548.88441591, 8272.96725643], [25525.91444496, 8340.89484562], [25504.35343252, 8391.48829788], [25465.45828315, 8440.67279163], [25409.22899687, 8488.44832688], [25371.74280601, 8520.29868371], [25315.51351972, 8568.07421896], [25278.02732886, 8599.92457579], [25221.79804258, 8647.70011104], [25184.31185172, 8679.55046787], [25129.49152394, 8709.9918662], [25074.67119616, 8740.43326452], [25019.85086838, 8770.87466285], [24965.0305406, 8801.31606117], [24910.21021282, 8831.7574595], [24838.05574811, 8860.78989931], [24783.23542033, 8891.23129764], [24728.41509255, 8921.67269596], [24675.00372328, 8934.77995737], [24620.1833955, 8965.22135569], [24549.4378893, 8976.91965859], [24478.69238311, 8988.61796148], [24407.94687691, 9000.31626438], [24337.20137071, 9012.01456728], [24266.45586452, 9023.71287017], [24179.7851799, 9016.66807764], [24109.03967371, 9028.36638054], [24038.29416751, 9040.06468343], [23951.6234829, 9033.0198909], [23863.54383978, 9043.30923529], [23794.20729209, 9037.67340126], [23707.53660748, 9030.62860873], [23636.79110128, 9042.32691162], [23566.04559509, 9054.02521452], [23479.37491047, 9046.98042199], [23408.62940428, 9058.67872488], [23337.88389808, 9070.37702778], [23267.13839189, 9082.07533068], [23180.46770727, 9075.03053814], [23109.72220108, 9086.72884104], [23038.97669488, 9098.42714394], [22968.23118868, 9110.12544683], [22881.56050407, 9103.0806543], [22810.81499788, 9114.77895719], [22740.06949168, 9126.47726009], [22669.32398548, 9138.17556299], [22598.57847929, 9149.87386588], [22526.42401458, 9178.9063057], [22473.01264531, 9192.0135671], [22402.26713911, 9203.71187], [22330.11267441, 9232.74430982], [22276.70130514, 9245.85157122], [22205.95579894, 9257.54987412], [22133.80133424, 9286.58231394], [22080.38996496, 9299.68957534], [22008.23550026, 9328.72201516], [21954.82413099, 9341.82927656], [21900.00380321, 9372.27067488], [21843.77451692, 9420.04621013], [21806.28832606, 9451.89656696], [21751.46799828, 9482.33796529], [21696.6476705, 9512.77936361], [21641.82734272, 9543.22076194], [21587.00701494, 9573.66216026], [21532.18668716, 9604.10355859], [21460.03222246, 9633.13599841], [21406.62085318, 9646.24325981]]"
2047,250,RMC,R,"[[22644.14667721, 11204.97422374], [22535.58706276, 11291.15246519], [22348.51091389, 11352.56626656], [22222.54669237, 11377.99452728], [22117.16931782, 11420.08829481], [21978.95860623, 11477.80697265], [21922.89910223, 11492.97944969], [21791.27908709, 11450.91609623], [21691.72327242, 11432.71231631], [21621.2452209, 11233.84211066], [21591.5336734, 11089.20646891], [21599.255453, 10931.3590202], [21716.92456093, 10854.65221885], [21926.17107321, 10728.61233992], [22062.19489807, 10663.88056866], [22251.59366363, 10602.51201062], [22373.31984171, 10556.08971297], [22447.86979263, 10545.92441594], [22626.25884499, 10572.63431906], [22744.3503499, 10593.52266229], [22828.10028095, 10588.18357195], [22911.62399537, 10594.45756511], [22944.87972939, 10676.42779938], [22907.23539269, 10819.75138466], [22801.51127857, 10998.92478062], [22750.74562157, 11100.1698054], [22719.51100801, 11153.00182618]]"
2048,175,7n,L,"[[23058.97843252, 14196.8615546], [23151.17586245, 13968.38498653], [23311.99504788, 13699.45176074], [23525.39023613, 13491.76966174], [23680.98282599, 13537.6208226], [23729.96392914, 13779.84843168], [23702.13033925, 13975.56617136], [23621.39354591, 14117.89421391], [23511.828639, 14196.02201673], [23408.4891586, 14313.78416843], [23254.86838704, 14409.76594191], [23059.27012718, 14320.15087111]]"
2049,161,IC,S,"[[24579.40716319, 9028.6512478], [24492.56347351, 9024.22290329], [24405.71978383, 9019.79455877], [24318.87609414, 9015.36621426], [24232.03240446, 9010.93786975], [24163.44312162, 8990.0264562], [24113.10824561, 8952.63197361], [24062.77336961, 8915.23749103], [24030.69290044, 8861.35993942], [23998.61243128, 8807.4823878], [23966.53196211, 8753.60483619], [23952.70589979, 8683.24421554], [23938.87983746, 8612.88359489], [23925.05377514, 8542.52297424], [23911.22771281, 8472.16235359], [23915.65605733, 8385.3186639], [23883.57558816, 8331.44111229], [23869.74952584, 8261.08049164], [23874.17787035, 8174.23680195], [23878.60621487, 8087.39311227], [23864.78015254, 8017.03249162], [23869.20849706, 7930.18880194], [23855.38243473, 7859.82818129], [23859.81077925, 7772.9844916], [23864.23912376, 7686.14080192], [23868.66746828, 7599.29711224], [23873.09581279, 7512.45342255], [23877.52415731, 7425.60973287], [23863.69809498, 7355.24911222], [23868.12643949, 7268.40542254], [23872.55478401, 7181.56173285], [23876.98312852, 7094.71804317], [23881.41147304, 7007.87435349], [23885.83981755, 6921.0306638], [23906.7512311, 6852.44138096], [23927.66264465, 6783.85209812], [23948.5740582, 6715.26281527], [23969.48547175, 6646.67353243], [24007.76562323, 6578.96991849], [24027.79136788, 6527.74937358], [24048.70278142, 6459.16009074], [24086.98293291, 6391.4564768], [24123.49174659, 6358.49033873], [24161.77189807, 6290.78672479], [24198.28071175, 6257.82058672], [24235.67519434, 6207.48571072], [24290.43841485, 6158.03650361], [24344.31596647, 6125.95603445], [24398.19351809, 6093.87556529], [24434.70233177, 6060.90942722], [24489.46555228, 6011.46022012], [24525.97436596, 5978.49408205], [24597.22065552, 5947.29928179], [24651.09820713, 5915.21881262], [24704.97575875, 5883.13834346], [24758.85331036, 5851.05787429], [24812.73086198, 5818.97740513], [24883.09148263, 5805.1513428], [24953.45210328, 5791.32528048], [25023.81272393, 5777.49921815], [25075.91893774, 5780.15622486], [25144.50822058, 5801.06763841], [25231.35191027, 5805.49598293], [25299.94119311, 5826.40739647], [25368.53047595, 5847.31881002], [25437.1197588, 5868.23022357], [25505.70904164, 5889.14163712], [25574.29832448, 5910.05305067], [25624.63320049, 5947.44753325], [25674.96807649, 5984.84201583], [25743.55735934, 6005.75342938], [25793.89223534, 6043.14791196], [25844.22711135, 6080.54239454], [25858.05317367, 6150.90301519], [25890.13364283, 6204.78056681], [25903.95970516, 6275.14118746], [25917.78576748, 6345.50180811], [25913.35742297, 6432.34549779], [25908.92907846, 6519.18918748], [25904.50073394, 6606.03287716], [25900.07238943, 6692.87656684], [25879.16097588, 6761.46584969], [25874.73263136, 6848.30953937], [25870.30428685, 6935.15322905], [25849.3928733, 7003.7425119], [25844.96452879, 7090.58620158], [25824.05311524, 7159.17548442], [25803.14170169, 7227.76476727], [25782.23028814, 7296.35405011], [25761.31887459, 7364.94333296], [25740.40746104, 7433.5326158], [25719.4960475, 7502.12189864], [25698.58463395, 7570.71118149], [25677.6732204, 7639.30046433], [25656.76180685, 7707.88974717], [25635.8503933, 7776.47903002], [25614.93897975, 7845.06831286], [25594.91323511, 7896.28885777], [25540.15001459, 7945.73806487], [25519.23860104, 8014.32734771], [25498.32718749, 8082.91663056], [25477.41577395, 8151.5059134], [25440.02129136, 8201.84078941], [25419.99554672, 8253.06133431], [25399.08413317, 8321.65061716], [25344.32091265, 8371.09982426], [25306.92643007, 8421.43470026], [25286.90068542, 8472.65524517], [25232.1374649, 8522.10445227], [25194.74298232, 8572.43932828], [25157.34849974, 8622.77420428], [25120.83968606, 8655.74034235], [25083.44520348, 8706.07521835], [25046.0507209, 8756.41009436], [24991.28750038, 8805.85930146], [24937.40994876, 8837.93977062], [24900.90113508, 8870.90590869], [24846.13791456, 8920.35511579], [24793.14603185, 8935.06684702], [24739.26848024, 8967.14731618], [24668.02219068, 8998.34211644], [24615.03030797, 9013.05384767]]"
2050,283,IC,S,"[[22714.86926888, 7640.14253325], [22627.9378625, 7642.23233203], [22541.00645613, 7644.32213081], [22454.07504976, 7646.41192959], [22367.14364338, 7648.50172837], [22280.21223701, 7650.59152715], [22193.28083064, 7652.68132593], [22140.2860673, 7619.16264265], [22087.29130397, 7585.64395937], [22034.29654063, 7552.12527609], [21981.30177729, 7518.6065928], [21945.27533548, 7467.28366849], [21909.24889366, 7415.96074418], [21873.22245184, 7364.63781987], [21837.19601002, 7313.31489556], [21801.16956821, 7261.99197125], [21782.11144791, 7192.8648059], [21746.08500609, 7141.54188159], [21710.05856427, 7090.21895728], [21691.00044398, 7021.09179194], [21671.94232368, 6951.96462659], [21652.88420338, 6882.83746125], [21633.82608308, 6813.71029591], [21614.76796278, 6744.58313057], [21612.678164, 6657.65172419], [21628.39260625, 6587.68863934], [21644.1070485, 6517.72555448], [21659.82149075, 6447.76246963], [21675.535933, 6377.79938477], [21691.25037525, 6307.83629992], [21706.9648175, 6237.87321507], [21704.87501872, 6150.94180869], [21738.393702, 6097.94704536], [21754.10814425, 6027.9839605], [21752.01834547, 5941.05255413], [21767.73278772, 5871.08946927], [21783.44722997, 5801.12638442], [21816.5479535, 5730.74533981], [21832.68035551, 5678.16853623], [21848.39479776, 5608.20545137], [21864.10924001, 5538.24236652], [21879.4057225, 5450.89300039], [21912.92440578, 5397.89823705], [21928.63884803, 5327.9351522], [21944.77125004, 5275.35834862], [21995.6762146, 5221.94562553], [22029.61285763, 5186.33714347], [22063.13154091, 5133.34238013], [22096.6502242, 5080.34761679], [22147.55518875, 5026.9348937], [22181.49183179, 4991.32641164], [22215.01051507, 4938.3316483], [22265.91547963, 4884.91892521], [22317.65636369, 4866.27876467], [22368.97928801, 4830.25232285], [22437.68849359, 4793.80792128], [22471.62513663, 4758.19943922], [22522.94806094, 4722.1729974], [22591.65726653, 4685.72859583], [22643.3981506, 4667.08843528], [22712.10735618, 4630.64403371], [22763.43028049, 4594.61759189], [22814.75320481, 4558.59115008], [22901.68461118, 4556.5013513], [22988.61601755, 4554.41155252], [23057.74318289, 4535.35343222], [23127.70626775, 4551.06787447], [23197.6693526, 4566.78231672], [23284.60075898, 4564.69251794], [23337.59552231, 4598.21120122], [23390.59028565, 4631.7298845], [23443.58504899, 4665.24856778], [23496.57981232, 4698.76725106], [23549.57457566, 4732.28593434], [23585.60101747, 4783.60885866], [23638.59578081, 4817.12754194], [23674.62222263, 4868.45046625], [23710.64866445, 4919.77339056], [23746.67510626, 4971.09631487], [23765.73322656, 5040.22348021], [23767.82302534, 5127.15488659], [23769.91282412, 5214.08629296], [23772.0026229, 5301.01769933], [23774.09242168, 5387.94910571], [23776.18222046, 5474.88051208], [23778.27201924, 5561.81191845], [23780.36181802, 5648.74332483], [23782.4516168, 5735.6747312], [23784.12345583, 5805.2198563], [23751.0227323, 5875.60090091], [23735.30829005, 5945.56398576], [23719.17588804, 5998.14078934], [23703.46144579, 6068.1038742], [23687.74700354, 6138.06695905], [23672.03256129, 6208.03004391], [23656.31811904, 6277.99312876], [23640.60367679, 6347.95621362], [23624.88923454, 6417.91929847], [23591.37055126, 6470.91406181], [23575.65610901, 6540.87714666], [23559.94166676, 6610.84023152], [23544.22722451, 6680.80331637], [23528.51278226, 6750.76640123], [23494.99409898, 6803.76116456], [23479.27965673, 6873.72424942], [23446.1789332, 6944.10529403], [23412.24229016, 6979.71377609], [23379.14156664, 7050.0948207], [23363.00916463, 7102.67162428], [23312.10420008, 7156.08434737], [23278.16755704, 7191.69282943], [23227.26259248, 7245.10555252], [23193.7439092, 7298.10031586], [23159.80726617, 7333.70879792], [23108.48434185, 7369.73523974], [23057.5793773, 7423.14796283], [23006.25645299, 7459.17440465], [22954.93352867, 7495.20084647], [22920.99688564, 7530.80932853], [22869.67396133, 7566.83577035], [22800.96475574, 7603.28017192], [22749.22387167, 7621.92033246]]"
2051,123,PBG,L,"[[17573.2619335, 10428.07052151], [17490.94620762, 10349.63506223], [17547.86492294, 10233.59946491], [17610.94971036, 10142.09913924], [17704.73584151, 10068.96801314], [17783.30031747, 10090.95944595], [17741.732274, 10216.17964306], [17685.41726421, 10324.23805167], [17607.58551047, 10398.57658885]]"
2052,132,DC,L,"[[23876.97753532, 13343.03851101], [23754.85719512, 13293.09231486], [23678.03773737, 13209.26647808], [23619.33863261, 13111.88878505], [23560.63952784, 13014.51109203], [23492.88024658, 12923.90932712], [23416.06078884, 12840.08349035], [23348.30150758, 12749.48172544], [23298.6625793, 12645.32810429], [23301.1004616, 12516.35501899], [23399.62027881, 12449.73786192], [23533.08504387, 12477.07202533], [23646.14520758, 12533.7941496], [23750.14519479, 12597.292202], [23845.08500552, 12667.56618253], [23921.90446327, 12751.39201931], [23962.48321506, 12862.32156859], [23957.76108439, 13007.1307585], [23928.14267262, 13156.43162816], [23891.74833272, 13296.67232134]]"
2053,128,SC,S,"[[19215.04835969, 7565.78283213], [19075.22056617, 7623.77456354], [18920.03625063, 7578.88247738], [18929.4464266, 7285.45999036], [19281.40034347, 7106.71592997], [19511.26742191, 7055.08268673], [19521.8550778, 7225.495968], [19347.59529771, 7450.72173661]]"
2054,191,RMC,L,"[[21944.06642111, 11402.04109685], [21833.68683977, 11350.42377397], [21764.58706679, 11260.12858376], [21760.7544049, 11131.93610854], [21796.64038675, 11013.04037142], [21863.72885656, 10919.17271342], [21946.28847331, 10841.81697877], [22043.53865467, 10804.96047018], [22153.91823601, 10856.57779306], [22247.78589401, 10923.66626288], [22300.37374364, 11029.43260001], [22279.69871461, 11172.83602806], [22220.60601237, 11266.96388016], [22130.31082216, 11336.06365314], [22024.54448502, 11388.65150276]]"
2055,285,Sp5C,R,"[[28878.83659315, 15105.84977693], [28791.96514067, 15102.00433576], [28705.09368819, 15098.1588946], [28636.36561445, 15077.70825117], [28567.6375407, 15057.25760774], [28517.05284568, 15020.20176205], [28466.46815066, 14983.14591636], [28415.88345565, 14946.09007067], [28383.44213936, 14892.42902271], [28332.85744434, 14855.37317702], [28282.27274932, 14818.31733133], [28231.6880543, 14781.26148564], [28181.10335928, 14744.20563995], [28148.66204299, 14690.544592], [28098.07734797, 14653.48874631], [28047.49265296, 14616.43290062], [28015.05133667, 14562.77185267], [27964.46664165, 14525.71600698], [27932.02532536, 14472.05495902], [27899.58400907, 14418.39391107], [27867.14269278, 14364.73286312], [27834.70137649, 14311.07181517], [27784.11668147, 14274.01596948], [27751.67536518, 14220.35492152], [27719.23404889, 14166.69387357], [27686.7927326, 14113.03282562], [27654.35141631, 14059.37177767], [27621.91010002, 14005.71072972], [27571.325405, 13968.65488402], [27538.88408871, 13914.99383607], [27524.58615115, 13844.72758586], [27474.00145613, 13807.67174017], [27459.70351857, 13737.40548995], [27427.26220228, 13683.744442], [27412.96426472, 13613.47819179], [27380.52294843, 13559.81714384], [27348.08163214, 13506.15609588], [27315.64031585, 13452.49504793], [27265.05562083, 13415.43920224], [27232.61430454, 13361.77815429], [27200.17298825, 13308.11710634], [27167.73167196, 13254.45605838], [27135.29035567, 13200.79501043], [27120.99241811, 13130.52876022], [27070.40772309, 13093.47291453], [27056.10978553, 13023.20666431], [27041.81184797, 12952.9404141], [27079.6367819, 12884.98142859], [27099.31833709, 12833.62764533], [27136.37418278, 12783.04295032], [27173.43002847, 12732.4582553], [27244.46536692, 12700.78602724], [27314.73161713, 12686.48808968], [27383.45969088, 12706.93873311], [27452.18776463, 12727.38937654], [27520.91583838, 12747.84001997], [27589.64391212, 12768.2906634], [27658.37198587, 12788.74130683], [27708.95668089, 12825.79715252], [27759.54137591, 12862.85299821], [27810.12607092, 12899.9088439], [27860.71076594, 12936.96468959], [27911.29546096, 12974.02053528], [27943.73677725, 13027.68158323], [27976.17809354, 13081.34263118], [27990.4760311, 13151.6088814], [28041.06072612, 13188.66472709], [28055.35866368, 13258.9309773], [28087.79997997, 13312.59202525], [28102.09791753, 13382.85827547], [28134.53923382, 13436.51932342], [28148.83717138, 13506.78557363], [28181.27848767, 13560.44662159], [28213.71980396, 13614.10766954], [28228.01774152, 13684.37391975], [28260.45905781, 13738.0349677], [28292.9003741, 13791.69601566], [28307.19831166, 13861.96226587], [28339.63962795, 13915.62331382], [28372.08094424, 13969.28436177], [28386.37888181, 14039.55061199], [28436.96357682, 14076.60645768], [28451.26151438, 14146.87270789], [28501.8462094, 14183.92855358], [28534.28752569, 14237.58960153], [28566.72884198, 14291.25064949], [28599.17015827, 14344.91169744], [28631.61147456, 14398.57274539], [28664.05279085, 14452.23379334], [28714.63748587, 14489.28963903], [28747.07880216, 14542.95068699], [28779.52011845, 14596.61173494], [28811.96143474, 14650.27278289], [28844.40275103, 14703.93383084], [28876.84406732, 14757.5948788], [28909.28538361, 14811.25592675], [28923.58332117, 14881.52217696], [28937.88125873, 14951.78842718], [28970.32257502, 15005.44947513], [28967.24622209, 15074.94663711], [28896.97997187, 15089.24457467]]"
2056,153,DC,L,"[[26083.07623668, 12881.39780888], [25966.48411859, 12832.34398132], [25867.06798235, 12768.55972107], [25784.82782798, 12690.04502813], [25711.17566453, 12604.16511884], [25637.52350108, 12518.28520955], [25589.63531042, 12410.30965123], [25575.48769618, 12280.84983116], [25642.96884902, 12237.88130768], [25682.26904876, 12353.22208234], [25730.15723942, 12461.19764067], [25795.22141194, 12554.4427663], [25868.87357539, 12640.32267559], [25951.11372977, 12718.83736853], [26033.35388414, 12797.35206147]]"
2057,295,5N,R,"[[21588.87052422, 13067.73750674], [21428.92921274, 13063.40427664], [21310.05653666, 13020.16902619], [21207.61131474, 12961.3729676], [21113.3798199, 12894.79650494], [21043.78950629, 12804.87883008], [20998.84037393, 12691.61994302], [20970.31869572, 12562.80024781], [20966.43819875, 12410.63934041], [20994.11264106, 12275.33921017], [21045.12829558, 12164.68026117], [21127.48222788, 12078.87915491], [21201.8390946, 11992.86138715], [21268.19889575, 11906.62695788], [21334.99201991, 11804.39839746], [21409.34888663, 11718.3806297], [21499.26656149, 11648.79031609], [21612.52544856, 11603.84118372], [21764.68635597, 11599.96068675], [21875.34530497, 11650.97634127], [21953.14934565, 11733.11361206], [21989.88475094, 11854.1529032], [21969.9907127, 11997.66676052], [21919.19171968, 12100.32864394], [21875.73980773, 12227.1983856], [21872.27322364, 12355.15143478], [21909.00862893, 12476.19072591], [21962.17148838, 12581.66920891], [21957.83825827, 12741.61052039], [21906.82260375, 12852.26946939], [21832.46573703, 12938.28723715], [21734.7676581, 12999.66382368], [21629.50583661, 13044.82961755]]"
2058,160,Cb,L,"[[25304.69880639, 9238.28504674], [25458.66903453, 9030.36462415], [25592.43024832, 8828.40070324], [25751.88907628, 8654.00600394], [25912.98556075, 8433.00282335], [26048.85233292, 8171.1137122], [26196.39815752, 7956.30098421], [26179.12277687, 7689.03100166], [26338.00597455, 7341.28513519], [26380.4218332, 7082.77906549], [26450.40691346, 6798.57538163], [26433.13153281, 6531.30539907], [26560.0004412, 6335.76588171], [26798.89162095, 6177.49530252], [27004.59875675, 6204.72284478], [27292.31170457, 6174.83260798], [27498.95464409, 6175.42673236], [27731.06124684, 6210.24843282], [27863.52648347, 6234.90251485], [28028.11373779, 6294.01812388], [28235.33230758, 6467.96341543], [28370.24478192, 6612.70182886], [28478.05593652, 6769.82114751], [28648.13179065, 6862.46247983], [28761.665496, 7046.44916729], [28826.14348233, 7108.71386683], [28786.31957802, 6913.98393067], [28714.13970509, 6691.45082197], [28464.28981982, 6402.6758479], [28373.0706872, 6152.80746852], [28349.94653328, 6051.99634774], [28543.97461665, 6032.14750685], [28662.65524247, 6069.65039595], [28754.70245041, 6106.21748134], [28850.13269978, 6236.23548024], [28927.80117253, 6492.29431223], [29022.87124846, 6822.29689618], [29160.93281331, 7067.1445776], [29157.29732683, 7360.34612525], [29172.12546976, 7507.53177639], [29193.14406531, 7668.26808741], [29300.48731804, 7838.704115], [29488.19872628, 7998.63084482], [29603.60403907, 8129.35069652], [29827.75631018, 8390.55644898], [29983.70755209, 8696.78520514], [30073.53123446, 9044.99652899], [30138.91466455, 9397.2090421], [30104.41194879, 9687.59271551], [30042.32054264, 9933.26762386], [29988.49408147, 10082.03427426], [30053.79897755, 10298.16590569], [30143.03247522, 10524.85816908], [30154.16980967, 10899.46433173], [30260.94301646, 11180.23214053], [30237.85368381, 11422.4175103], [30129.61057677, 11598.43175064], [30069.56577335, 11785.85937409], [29948.53799451, 11975.54299764], [29821.03043873, 12156.00175099], [29691.51756454, 12212.03456654], [29507.6414992, 12272.53445661], [29370.58877819, 12270.9075127], [29129.28559507, 12150.82790574], [28905.91108188, 12155.7337266], [28714.83086374, 12149.01984631], [28531.01517023, 12117.0523996], [28338.65254787, 12056.08722616], [28273.45294159, 12005.96731352], [28115.95826839, 11860.13502196], [27969.23963846, 11861.35705434], [27808.77524529, 11890.79352742], [27693.79142038, 11896.31921015], [27454.21823351, 11817.75221513], [27340.74945451, 11689.40984715], [27202.25090511, 11547.43361392], [27063.25767143, 11341.12908549], [27033.36528299, 11265.69506564], [25387.02362541, 10333.4492431], [25371.18941857, 10230.83429359], [25270.79162203, 10183.56727511], [25131.05065154, 10149.49767603], [25036.35954655, 10078.13150573], [25032.79147396, 9903.04855054], [25130.30339882, 9755.8168522], [25197.83893008, 9631.83155454], [25255.49603029, 9512.35909682], [25278.83444718, 9401.40066833], [25283.60985358, 9265.49033687]]"
2059,250,Tz,R,"[[23380.52601938, 15269.17553334], [23302.41667491, 15223.50754301], [23198.53233014, 15188.95495956], [23127.25510577, 15150.39054929], [23131.38745554, 15057.53112476], [23260.03624037, 15013.56717379], [23369.38019841, 15006.40314336], [23574.87151458, 15073.14045023], [23662.3618125, 15114.34418048], [23784.78184751, 15151.58132724], [23886.34357558, 15186.08866736], [24066.60281138, 15236.06998077], [24165.20851618, 15303.04871131], [24294.73213126, 15333.45373796], [24435.28066658, 15394.2789983], [24483.28648066, 15434.71359199], [24524.36968797, 15472.68983902], [24498.00652443, 15513.99926296], [24393.44352976, 15514.28592996], [24277.26745161, 15514.34638033], [24166.23428344, 15488.94853368], [23964.70955077, 15457.14096391], [23888.28941642, 15444.03485065], [23746.83601457, 15429.66192424], [23691.50040379, 15407.67253414], [23577.87315897, 15396.16514435], [23515.79591474, 15362.42694078], [23437.46035363, 15328.37203392]]"
2060,317,7N,R,"[[19095.58737673, 15764.21506075], [18978.29984522, 15726.32993718], [18953.16448361, 15647.51880365], [19050.99494344, 15562.89640872], [19171.96945582, 15541.59927285], [19321.91527139, 15575.65530737], [19491.63663755, 15635.31871143], [19550.80519197, 15751.2381867], [19598.77983225, 15878.04223387], [19545.72502897, 15919.12634119], [19383.97575149, 15865.29018773], [19255.65240322, 15799.19226945]]"
2061,123,DC,L,"[[21521.57352577, 13382.44686353], [21465.00048262, 13281.89095476], [21451.3319107, 13144.46763017], [21437.66333877, 13007.04430558], [21381.09029562, 12906.48839681], [21307.35546398, 12820.67945436], [21225.0397381, 12742.24399508], [21134.14311797, 12671.18201897], [21043.24649785, 12600.12004285], [20952.34987772, 12529.05806673], [20878.61504608, 12443.24912429], [20804.88021445, 12357.44018184], [20791.21164252, 12220.01685725], [20869.6471018, 12137.70113137], [20978.18019928, 12081.73179376], [21099.64914646, 12066.85581076], [21250.6120263, 12086.30340473], [21384.41311764, 12120.49796502], [21501.0524205, 12169.43949165], [21600.52993487, 12233.1279846], [21682.84566076, 12311.56344388], [21739.41870391, 12412.11935265], [21778.82995857, 12527.42222775], [21801.07942474, 12657.47206918], [21797.58620817, 12809.6423601], [21778.1386142, 12960.60523994], [21743.94405391, 13094.40633128], [21709.74949361, 13228.20742263], [21646.6647062, 13319.7077483], [21538.13160872, 13375.67708591]]"
