,section,name,side,vertices
327,212,IC,S,"[[27590.49133526, 7965.6983216], [27521.49604586, 7946.16816598], [27452.50075647, 7926.63801035], [27401.4252698, 7890.2616206], [27368.26958585, 7837.03899673], [27335.1139019, 7783.81637286], [27319.87802068, 7713.74751486], [27286.72233673, 7660.52489099], [27271.48645551, 7590.45603299], [27256.25057429, 7520.38717499], [27258.93449579, 7433.47208287], [27261.61841729, 7346.55699075], [27298.53159134, 7278.09848566], [27318.06174697, 7209.10319626], [27337.59190259, 7140.10790686], [27339.73903979, 7070.57583317], [27342.42296129, 6983.66074105], [27327.18708007, 6913.59188305], [27311.95119885, 6843.52302505], [27296.71531763, 6773.45416706], [27349.9379415, 6740.29848311], [27403.16056537, 6707.14279916], [27455.84640494, 6691.37013364], [27542.76149707, 6694.05405514], [27629.67658919, 6696.73797664], [27680.75207586, 6733.11436639], [27731.82756253, 6769.49075614], [27800.82285193, 6789.02091177], [27833.97853587, 6842.24353564], [27867.13421982, 6895.46615951], [27900.28990377, 6948.68878339], [27915.52578499, 7018.75764138], [27930.76166621, 7088.82649938], [27945.99754744, 7158.89535738], [27961.23342866, 7228.96421537], [27976.46930988, 7299.03307337], [27973.78538838, 7385.94816549], [27971.10146688, 7472.86325761], [27968.95432968, 7542.39533131], [27932.04115563, 7610.8538364], [27895.66476588, 7661.92932308], [27859.28837613, 7713.00480975], [27822.91198638, 7764.08029642], [27786.53559663, 7815.15578309], [27750.69599118, 7848.84825134], [27696.93658301, 7899.38695371], [27643.71395913, 7932.54263766]]"
328,266,Tz,R,"[[23852.99215663, 16513.6754818], [23693.35723086, 16502.87314526], [23567.80975756, 16462.30429087], [23433.74042114, 16429.17706594], [23304.95224687, 16436.49868928], [23162.36104733, 16410.81309381], [23036.81357402, 16370.24423942], [22894.22237449, 16344.55864395], [22760.15303807, 16311.43141902], [22660.17115411, 16248.53767624], [22568.71113326, 16178.20230401], [22494.29483865, 16092.98367285], [22419.87854404, 16007.76504169], [22345.46224943, 15922.54641053], [22288.08968105, 15822.44452045], [22311.61480921, 15711.78030607], [22448.38472977, 15704.99879956], [22556.88847684, 15760.45091287], [22665.39222392, 15815.90302618], [22765.37410788, 15878.79676896], [22873.87785495, 15934.24888227], [22990.90346514, 15982.25936612], [23107.92907533, 16030.26984998], [23224.95468552, 16078.28033383], [23367.54588506, 16103.9659293], [23510.13708459, 16129.65152477], [23618.64083167, 16185.10363808], [23727.14457874, 16240.55575139], [23827.1264627, 16303.44949417], [23927.10834666, 16366.34323694], [23961.075793, 16456.84303025], [23861.51401975, 16506.23385234]]"
329,312,DC,R,"[[21109.28670219, 11676.46629617], [20966.15288606, 11654.00052933], [20881.48307836, 11578.11229793], [20796.81327066, 11502.22406654], [20712.14346296, 11426.33583515], [20635.82565646, 11342.8158231], [20567.85985117, 11251.66403041], [20508.24604708, 11152.88045707], [20482.04024781, 11023.56976113], [20558.28858948, 10930.9080625], [20677.8068431, 10944.30160759], [20762.4766508, 11020.18983898], [20838.7944573, 11103.70985102], [20915.1122638, 11187.22986307], [20983.07806909, 11278.38165576], [21034.33987197, 11384.79700975], [21093.95367606, 11483.58058309], [21111.80747413, 11620.52305968]]"
330,195,7n,L,"[[26152.8479063, 13765.84886767], [26009.2386945, 13746.65526754], [25906.50782708, 13688.35973701], [25828.30396629, 13606.60304825], [25790.97844988, 13485.7444291], [25810.3496914, 13334.13718982], [25899.92676624, 13264.1089979], [26020.7853854, 13226.78348149], [26140.57815617, 13237.44612995], [26259.66036134, 13280.10088831], [26346.03989101, 13354.03719099], [26416.06808293, 13443.61426583], [26437.39754438, 13564.11760219], [26394.92042741, 13675.20177989], [26289.70258041, 13728.87863405], [26161.02357518, 13758.02848159]]"
331,150,5TT,L,"[[22610.18179649, 13157.12224817], [22680.68714637, 13186.38303052], [22734.0601638, 13236.97280317], [22836.47827866, 13268.07835715], [22911.79991551, 13297.05769225], [23057.3769173, 13312.67525202], [23144.87751033, 13346.80460784], [23218.84883038, 13419.71873196], [23230.73860804, 13508.73319708], [23200.86168996, 13542.04083407], [23135.06025013, 13578.82106439], [23066.35668934, 13625.85946173], [22982.65580023, 13623.48593875], [22895.78970594, 13618.83921496], [22799.92958312, 13573.49566138], [22665.8447396, 13574.38324573], [22593.67439647, 13581.30322049], [22551.78796498, 13626.38343462], [22466.39571494, 13640.52274554], [22341.6171631, 13587.86487357], [22362.62416302, 13587.41608209], [22243.36773716, 13557.08643019], [22165.14397937, 13538.3652621], [22105.19747934, 13495.32511403], [22111.93629746, 13414.65096879], [22112.49708749, 13304.71857319], [22190.61673141, 13240.46755923], [22294.05805246, 13231.80701312], [22363.98630682, 13222.61392671], [22448.9956383, 13208.31269399], [22517.38418499, 13161.76425911]]"
332,173,7n,L,"[[23031.972195, 14172.16130598], [22896.92074891, 14143.29771459], [22836.40597616, 14045.06349306], [22832.71616198, 13924.85373775], [22892.41114454, 13822.92970204], [22960.1009773, 13721.29266872], [23027.50380766, 13627.6504856], [23094.90663801, 13534.00830248], [23170.01731616, 13448.64797195], [23244.84099191, 13371.28249161], [23366.48575923, 13327.61842646], [23445.28625156, 13362.46785124], [23505.80102431, 13460.70207277], [23500.0609763, 13620.59907665], [23463.48953711, 13747.36867015], [23411.50240234, 13857.57455846], [23352.09442218, 13951.50374398], [23269.27589623, 14028.58222191], [23178.7495225, 14097.37884725], [23072.80745317, 14149.6117674]]"
333,328,DC,R,"[[19953.14100714, 12495.53371734], [19853.03554199, 12432.83686058], [19769.94447984, 12355.22323169], [19686.85341768, 12277.6096028], [19595.25515403, 12207.45435998], [19512.16409187, 12129.84073108], [19429.07302971, 12052.22710219], [19354.48916905, 11967.15508724], [19271.3981069, 11889.54145834], [19179.79984324, 11819.38621552], [19105.21598258, 11734.31420056], [19047.64652491, 11634.32541347], [19054.98823292, 11522.56630054], [19140.06024788, 11447.98243988], [19261.89978545, 11423.91738048], [19413.04845957, 11441.86392084], [19547.18273071, 11474.72723333], [19664.30259885, 11522.50731796], [19772.91526549, 11577.74578866], [19864.51352914, 11647.90103148], [19947.6045913, 11725.51466037], [20022.18845196, 11810.58667533], [20079.75790963, 11910.57546242], [20103.29856131, 12040.39779377], [20092.81040702, 12200.05366939], [20059.94709452, 12334.18794052], [20019.62539596, 12459.81501016]]"
334,210,VTA,L,"[[22485.96030716, 11992.75156087], [22325.96834073, 11991.1482277], [22165.9763743, 11989.54489454], [22046.38323277, 11948.34440306], [21967.18891613, 11867.54675326], [21936.47318938, 11739.23251348], [21969.83441586, 11603.56000865], [22010.95474068, 11491.96646543], [22068.07426215, 11380.53325554], [22109.19458697, 11268.93971233], [22150.39507845, 11149.3465708], [22215.35386492, 11053.9927242], [22312.07054471, 10982.95833921], [22456.22364781, 10968.40214241], [22575.81678935, 11009.60263389], [22687.3301659, 11058.72255704], [22782.68401249, 11123.68134351], [22869.95809411, 11196.55956165], [22924.9131158, 11301.11550644], [22947.54907757, 11437.34917788], [22922.18744942, 11573.10184937], [22865.22826127, 11668.53586262], [22792.26987647, 11763.80954256], [22727.31109, 11859.16338915], [22646.59360686, 11930.35810746], [22534.11823041, 11977.23336418]]"
335,284,IC,S,"[[24877.21807644, 9500.72490067], [24790.58569126, 9493.2238001], [24703.95330607, 9485.72269953], [24617.32092088, 9478.22159896], [24530.6885357, 9470.72049839], [24444.05615051, 9463.21939782], [24357.42376532, 9455.71829725], [24289.61807729, 9432.39093976], [24240.6390864, 9393.23732534], [24191.66009552, 9354.08371092], [24161.50780179, 9299.10383958], [24131.35550805, 9244.12396824], [24082.37651717, 9204.97035382], [24052.22422344, 9149.99048248], [24022.0719297, 9095.01061114], [23991.91963597, 9040.0307398], [23961.76734224, 8985.05086846], [23950.44174566, 8914.2447402], [23939.11614908, 8843.43861194], [23908.96385534, 8788.4587406], [23897.63825876, 8717.65261233], [23886.31266218, 8646.84648407], [23874.9870656, 8576.0403558], [23863.66146902, 8505.23422754], [23871.16256959, 8418.60184235], [23894.48992708, 8350.79615432], [23901.99102765, 8264.16376913], [23925.31838515, 8196.3580811], [23948.64574264, 8128.55239306], [23971.97310013, 8060.74670502], [23995.30045763, 7992.94101699], [24018.62781512, 7925.13532895], [24041.95517261, 7857.32964092], [24081.10878703, 7808.35065003], [24088.6098876, 7721.71826485], [24129.26372213, 7655.41279692], [24152.59107962, 7587.60710889], [24175.91843712, 7519.80142085], [24197.7455745, 7469.32220985], [24221.07293199, 7401.51652182], [24244.40028949, 7333.71083378], [24285.05412402, 7267.40536586], [24308.38148151, 7199.59967783], [24330.20861889, 7149.12046683], [24370.86245342, 7082.81499891], [24408.51584772, 7051.16248506], [24447.66946214, 7002.18349418], [24486.82307656, 6953.20450329], [24543.30316801, 6905.72573252], [24582.45678243, 6856.74674164], [24620.11017673, 6825.09422779], [24659.26379115, 6776.11523691], [24715.7438826, 6728.63646614], [24770.72375394, 6698.4841724], [24825.70362528, 6668.33187867], [24880.68349662, 6638.17958494], [24935.66336796, 6608.0272912], [24989.14301919, 6595.20147451], [25044.12289053, 6565.04918078], [25116.42923891, 6536.39710716], [25169.90889013, 6523.57129046], [25224.88876147, 6493.41899673], [25297.19510985, 6464.76692311], [25352.17498119, 6434.61462938], [25438.80736638, 6442.11572995], [25525.43975157, 6449.61683052], [25577.41918268, 6454.11749086], [25664.05156787, 6461.61859143], [25731.8572559, 6484.94594893], [25799.66294394, 6508.27330642], [25848.64193482, 6547.42692084], [25897.62092571, 6586.58053525], [25965.42661374, 6609.90789275], [25995.57890747, 6664.88776409], [26044.55789836, 6704.0413785], [26074.71019209, 6759.02124984], [26123.68918298, 6798.17486426], [26153.84147671, 6853.1547356], [26165.16707329, 6923.96086386], [26195.31936702, 6978.94073521], [26206.6449636, 7049.74686347], [26199.14386303, 7136.37924866], [26191.64276246, 7223.01163384], [26184.14166189, 7309.64401903], [26176.64056132, 7396.27640422], [26169.13946075, 7482.9087894], [26161.63836018, 7569.54117459], [26154.13725961, 7656.17355978], [26146.63615904, 7742.80594497], [26123.30880155, 7810.611633], [26099.98144405, 7878.41732104], [26078.15430668, 7928.89653203], [26054.82694918, 7996.70222007], [26031.49959169, 8064.50790811], [26008.17223419, 8132.31359614], [25984.8448767, 8200.11928418], [25961.51751921, 8267.92497221], [25938.19016171, 8335.73066025], [25899.0365473, 8384.70965113], [25875.7091898, 8452.51533917], [25852.38183231, 8520.3210272], [25829.05447482, 8588.12671524], [25805.72711732, 8655.93240328], [25766.57350291, 8704.91139416], [25743.24614541, 8772.7170822], [25702.59231088, 8839.02255012], [25663.43869646, 8888.001541], [25624.28508205, 8936.98053189], [25600.95772455, 9004.78621992], [25563.30433025, 9036.43873377], [25506.8242388, 9083.91750454], [25467.67062438, 9132.89649542], [25428.51700996, 9181.87548631], [25373.53713862, 9212.02778004], [25334.3835242, 9261.00677092], [25296.7301299, 9292.65928477], [25241.75025856, 9322.8115785], [25186.77038722, 9352.96387224], [25131.79051588, 9383.11616597], [25075.31042443, 9430.59493674], [25021.8307732, 9443.42075343], [24966.85090186, 9473.57304717], [24896.0447736, 9484.89864375]]"
336,240,SC,S,"[[22061.71382078, 9324.74010619], [22011.62933288, 9287.01092463], [21998.27259816, 9216.55970338], [21966.55198685, 9162.46950198], [21934.83137554, 9108.37930058], [21903.11076423, 9054.28909917], [21889.75402951, 8983.83787792], [21894.76117138, 8897.02563683], [21881.40443667, 8826.57441558], [21868.04770195, 8756.12319434], [21854.69096723, 8685.67197309], [21841.33423251, 8615.22075184], [21827.97749779, 8544.76953059], [21832.98463967, 8457.9572895], [21837.99178154, 8371.14504841], [21842.99892342, 8284.33280732], [21864.36708514, 8215.88444282], [21886.73667523, 8130.07363011], [21890.74238873, 8060.62383724], [21912.11055045, 7992.17547274], [21934.48014054, 7906.36466002], [21954.84687389, 7855.27874374], [21992.57605545, 7805.19425584], [22047.66768523, 7756.11119631], [22085.39686679, 7706.0267084], [22122.12461997, 7673.30466872], [22177.21624975, 7624.22160919], [22213.94400294, 7591.4995695], [22268.03420434, 7559.77895819], [22323.12583412, 7510.69589866], [22377.21603553, 7478.97528735], [22431.30623693, 7447.25467604], [22485.39643834, 7415.53406473], [22539.48663974, 7383.81345342], [22593.57684115, 7352.09284211], [22647.66704255, 7320.37223079], [22684.39479574, 7287.65019111], [22755.84744536, 7256.93100817], [22809.93764677, 7225.21039686], [22864.02784817, 7193.48978555], [22918.11804957, 7161.76917424], [22988.56927082, 7148.41243952], [23042.65947223, 7116.69182821], [23095.74824526, 7102.33366512], [23167.20089488, 7071.61448218], [23221.29109628, 7039.89387087], [23291.74231753, 7026.53713615], [23345.83251894, 6994.81652484], [23398.92129196, 6980.45836175], [23470.37394159, 6949.73917881], [23540.82516284, 6936.38244409], [23594.91536424, 6904.66183278], [23665.36658549, 6891.30509806], [23735.81780674, 6877.94836334], [23788.90657976, 6863.59020025], [23860.35922939, 6832.87101731], [23930.81045064, 6819.5142826], [24001.26167188, 6806.15754788], [24071.71289313, 6792.80081316], [24158.52513422, 6797.80795503], [24245.33737531, 6802.81509691], [24315.78859656, 6789.45836219], [24385.23838943, 6793.46407569], [24454.68818231, 6797.46978919], [24523.1365468, 6818.83795091], [24609.94878789, 6823.84509279], [24678.39715239, 6845.2132545], [24746.84551689, 6866.58141622], [24815.29388139, 6887.94957794], [24865.37836929, 6925.6787595], [24933.82673379, 6947.04692122], [24983.91122169, 6984.77610278], [25052.35958619, 7006.1442645], [25120.80795069, 7027.51242622], [25189.25631519, 7048.88058794], [25257.70467968, 7070.24874965], [25326.15304418, 7091.61691137], [25394.60140868, 7112.98507309], [25463.04977318, 7134.35323481], [25531.49813767, 7155.72139653], [25581.58262558, 7193.45057809], [25613.30323689, 7247.54077949], [25645.0238482, 7301.6309809], [25676.74445951, 7355.7211823], [25690.10119423, 7426.17240355], [25721.82180554, 7480.26260495], [25716.81466367, 7567.07484605], [25711.80752179, 7653.88708714], [25706.80037992, 7740.69932823], [25720.15711463, 7811.15054947], [25715.14997276, 7897.96279057], [25710.14283088, 7984.77503166], [25723.4995656, 8055.2262529], [25718.49242373, 8142.03849399], [25713.48528185, 8228.85073509], [25708.47813998, 8315.66297618], [25703.4709981, 8402.47521727], [25682.10283638, 8470.92358176], [25661.73610304, 8522.00949804], [25623.0054931, 8589.45643417], [25602.63875976, 8640.54235045], [25564.9095782, 8690.62683835], [25510.81937679, 8722.34744966], [25424.0071357, 8717.34030779], [25355.55877121, 8695.97214607], [25268.74653012, 8690.96500419], [25181.93428902, 8685.95786232], [25113.48592453, 8664.5897006], [25026.67368344, 8659.58255872], [24939.86144235, 8654.57541685], [24887.77409769, 8651.57113172], [24800.9618566, 8646.56398985], [24713.14818713, 8658.91929619], [24643.69839426, 8654.91358269], [24556.88615317, 8649.90644082], [24486.43493192, 8663.26317554], [24399.62269083, 8658.25603366], [24312.81044974, 8653.24889179], [24242.35922849, 8666.6056265], [24155.5469874, 8661.59848463], [24068.73474631, 8656.59134275], [23998.28352506, 8669.94807747], [23927.83230382, 8683.30481219], [23841.02006273, 8678.29767031], [23770.56884148, 8691.65440503], [23700.11762023, 8705.01113975], [23629.66639898, 8718.36787447], [23559.21517774, 8731.72460919], [23487.76252811, 8762.44379212], [23434.67375508, 8776.80195522], [23364.22253384, 8790.15868993], [23310.13233243, 8821.87930125], [23239.68111118, 8835.23603596], [23168.22846156, 8865.9552189], [23115.13968853, 8880.31338199], [23061.04948713, 8912.0339933], [22989.5968375, 8942.75317624], [22936.50806447, 8957.11133933], [22866.05684323, 8970.46807405], [22811.96664182, 9002.18868536], [22740.5139922, 9032.9078683], [22687.42521917, 9047.26603139], [22633.33501777, 9078.9866427], [22562.88379652, 9092.34337742], [22508.79359511, 9124.06398873], [22437.34094549, 9154.78317167], [22384.25217246, 9169.14133476], [22330.16197106, 9200.86194607], [22258.70932143, 9231.58112901], [22205.6205484, 9245.9392921], [22151.530347, 9277.65990341], [22097.4401456, 9309.38051473]]"
337,309,5N,R,"[[17113.01325146, 13558.6494025], [16962.09282942, 13538.87501973], [16871.35027138, 13467.61641913], [16797.80138877, 13381.648042], [16758.639857, 13266.26011183], [16753.86567609, 13121.45262861], [16773.64005886, 12970.53220658], [16808.74519288, 12828.82959698], [16849.96326571, 12711.67555108], [16929.1977293, 12621.55396776], [17007.81121817, 12539.40824743], [17093.15862057, 12473.8352278], [17201.81263721, 12418.10099534], [17301.86981613, 12369.72165113], [17395.81405625, 12296.79374324], [17532.02470175, 12299.37445059], [17622.7672598, 12370.63305119], [17713.50981784, 12441.8916518], [17769.86502503, 12542.56980545], [17775.88115539, 12671.42556269], [17734.04210784, 12796.55547159], [17715.50967452, 12931.52416764], [17737.47753086, 13061.62187434], [17750.84854948, 13199.0744693], [17738.42905497, 13358.59172904], [17659.81556611, 13440.73744937], [17552.40349892, 13480.51995586], [17444.37045701, 13528.27832534], [17321.00666385, 13566.81888238], [17169.46526709, 13555.0203626]]"
338,149,Sp5I,L,"[[26493.98706334, 16215.45587741], [26407.80869952, 16203.84871224], [26321.63033571, 16192.24154708], [26235.45197189, 16180.63438191], [26168.83071387, 16154.11297701], [26082.65235006, 16142.50581184], [26016.03109204, 16115.98440694], [25968.96693982, 16074.54876232], [25902.3456818, 16048.02735742], [25855.28152958, 16006.59171279], [25808.21737736, 15965.15606817], [25800.26743673, 15893.89194408], [25792.3174961, 15822.62782], [25784.36755548, 15751.36369591], [25776.41761485, 15680.09957183], [25802.93901975, 15613.47831381], [25829.46042464, 15546.85705579], [25855.98182954, 15480.23579777], [25882.50323444, 15413.61453975], [25926.2603121, 15349.31471477], [25950.46028396, 15299.92912952], [25991.89592859, 15252.86497729], [26035.65300625, 15188.56515231], [26059.85297811, 15139.17956706], [26103.61005577, 15074.87974207], [26127.81002764, 15025.49415682], [26171.5671053, 14961.19433183], [26195.76707716, 14911.80874658], [26222.28848206, 14845.18748856], [26263.72412669, 14798.12333634], [26307.48120435, 14733.82351135], [26331.68117621, 14684.4379261], [26375.43825387, 14620.13810111], [26416.8738985, 14573.07394889], [26470.90234982, 14562.80257523], [26544.48790694, 14537.61696184], [26598.51635826, 14527.34558818], [26672.10191538, 14502.15997479], [26704.25182787, 14524.03851362], [26751.31598009, 14565.47415824], [26798.38013232, 14606.90980287], [26845.44428454, 14648.3454475], [26872.95133096, 14704.69533185], [26900.45837739, 14761.04521621], [26908.40831801, 14832.3093403], [26916.35825864, 14903.57346438], [26943.86530507, 14959.92334874], [26951.8152457, 15031.18747282], [26940.20808053, 15117.36583664], [26948.15802116, 15188.62996072], [26956.10796178, 15259.89408481], [26964.05790241, 15331.15820889], [26952.45073724, 15417.33657271], [26940.84357207, 15503.51493652], [26948.7935127, 15574.77906061], [26937.18634753, 15660.95742442], [26927.9006154, 15729.90011547], [26884.14353774, 15794.19994046], [26857.62213284, 15860.82119847], [26831.10072794, 15927.44245649], [26806.90075608, 15976.82804175], [26763.14367842, 16041.12786673], [26721.70803379, 16088.19201895], [26697.50806193, 16137.57760421], [26653.75098427, 16201.87742919], [26599.72253295, 16212.14880285], [26513.54416913, 16200.54163768]]"
339,176,SNR,L,"[[18611.47687582, 13662.64164264], [18510.50860088, 13718.475391], [18410.20254335, 13766.33659472], [18309.23426841, 13822.17034309], [18200.29344883, 13877.34187405], [18099.98739129, 13925.20307777], [17991.70878911, 13972.40206409], [17876.11985968, 14010.96628837], [17753.22060301, 14040.8957506], [17602.40447216, 14020.34107536], [17468.85786539, 13985.16574563], [17352.58078271, 13935.36976141], [17253.57322413, 13870.9531227], [17180.46995167, 13784.60550226], [17107.36667922, 13698.25788181], [17094.70674108, 13560.73797065], [17167.09592443, 13462.39262946], [17274.71230922, 13423.16618779], [17398.27378329, 13385.26418091], [17506.55238547, 13338.06519459], [17614.83098765, 13290.86620827], [17723.10958983, 13243.66722195], [17830.72597461, 13204.44078028], [17946.97712144, 13157.90401136], [18054.59350622, 13118.67756968], [18163.5343258, 13063.50603872], [18256.53005609, 13007.01007295], [18342.87767654, 12933.9068005], [18437.19784163, 12861.46574545], [18523.89750764, 12847.05767633], [18643.8592654, 12791.98546935], [18768.34786512, 12783.44420679], [18873.39879037, 12806.8556328], [19050.52310958, 12897.09423209], [19150.57544059, 13056.45731651], [19103.92565507, 13264.47559071], [19040.41385819, 13397.66496314], [18831.41141035, 13564.92449132]]"
340,306,5N,R,"[[18559.11440384, 13130.78231511], [18399.32720462, 13122.53301426], [18281.54913041, 13076.39923881], [18205.78018123, 12992.38098878], [18172.02035706, 12870.47826415], [18187.84655283, 12719.09288993], [18203.6727486, 12567.70751571], [18195.11839944, 12423.07410632], [18186.56405028, 12278.44069694], [18225.53339585, 12144.27143777], [18293.985391, 12059.68819854], [18378.41610608, 11975.92988939], [18470.01125104, 11908.56276521], [18576.76018583, 11857.99929103], [18690.6735505, 11823.82700182], [18843.29631985, 11815.6851177], [18969.47621905, 11854.24199823], [19062.04881825, 11923.10645843], [19129.41594243, 12014.70160338], [19171.5775916, 12129.02743309], [19205.33741577, 12250.93015772], [19222.29358993, 12387.98667219], [19222.44611409, 12540.19697649], [19199.0430234, 12683.18052571], [19168.47550284, 12809.77288996], [19107.18793755, 12910.74731416], [19015.5927926, 12978.11443834], [18908.84385781, 13028.67791252], [18786.52866814, 13070.42709665], [18672.61530347, 13104.59938586]]"
341,146,Sp5C,L,"[[27526.98637958, 15992.3037725], [27440.32550647, 15985.13929451], [27353.66463336, 15977.97481652], [27285.76883047, 15954.9110595], [27236.6380978, 15915.94802346], [27187.50736513, 15876.98498742], [27157.14170269, 15822.12267236], [27145.54111046, 15751.36107827], [27133.94051823, 15680.59948419], [27141.10499622, 15593.93861108], [27164.16875324, 15526.04280819], [27187.23251025, 15458.1470053], [27210.29626727, 15390.25120241], [27233.36002429, 15322.35539952], [27256.4237813, 15254.45959663], [27263.58825929, 15167.79872352], [27270.75273729, 15081.13785041], [27277.91721528, 14994.4769773], [27266.31662305, 14923.71538322], [27254.71603082, 14852.95378913], [27261.88050882, 14766.29291602], [27269.04498681, 14679.63204291], [27276.2094648, 14592.97116981], [27264.60887257, 14522.20957572], [27253.00828035, 14451.44798163], [27241.40768812, 14380.68638755], [27248.57216611, 14294.02551444], [27236.97157388, 14223.26392035], [27225.37098165, 14152.50232627], [27232.53545965, 14065.84145316], [27202.1697972, 14010.97913809], [27190.56920497, 13940.21754401], [27178.96861274, 13869.45594992], [27148.6029503, 13814.59363486], [27118.23728785, 13759.7313198], [27125.40176584, 13673.07044669], [27149.89841845, 13587.84246918], [27204.76073352, 13557.47680673], [27242.29087396, 13525.67824868], [27314.48536364, 13496.74548183], [27367.91478311, 13483.71199401], [27440.10927279, 13454.77922716], [27526.7701459, 13461.94370515], [27597.53173999, 13450.34311292], [27665.42754287, 13473.40686994], [27752.08841598, 13480.57134793], [27819.98421887, 13503.63510495], [27887.88002176, 13526.69886196], [27955.77582465, 13549.76261898], [28023.67162754, 13572.82637599], [28091.56743043, 13595.89013301], [28159.46323332, 13618.95389003], [28227.35903621, 13642.01764704], [28295.2548391, 13665.08140406], [28363.15064198, 13688.14516107], [28412.28137465, 13727.10819711], [28442.6470371, 13781.97051218], [28491.77776977, 13820.93354821], [28522.14343222, 13875.79586328], [28533.74402445, 13946.55745736], [28564.10968689, 14001.41977243], [28575.71027912, 14072.18136651], [28606.07594157, 14127.04368157], [28617.6765338, 14197.80527566], [28629.27712603, 14268.56686975], [28640.87771825, 14339.32846383], [28671.2433807, 14394.19077889], [28682.84397293, 14464.95237298], [28694.44456516, 14535.71396707], [28706.04515738, 14606.47556115], [28698.88067939, 14693.13643426], [28710.48127162, 14763.89802835], [28722.08186385, 14834.65962243], [28733.68245608, 14905.42121652], [28764.04811852, 14960.28353158], [28775.64871075, 15031.04512567], [28806.0143732, 15085.90744073], [28836.38003565, 15140.76975579], [28885.51076832, 15179.73279183], [28915.87643076, 15234.59510689], [28946.24209321, 15289.45742196], [28976.60775566, 15344.31973702], [28969.44327767, 15430.98061013], [28962.27879968, 15517.64148324], [28924.74865923, 15549.44004129], [28852.55416955, 15578.37280813], [28799.12475009, 15591.40629596], [28712.46387698, 15584.24181797], [28641.70228289, 15595.8424102], [28570.94068881, 15607.44300242], [28500.17909472, 15619.04359465], [28429.41750063, 15630.64418688], [28341.32373193, 15640.81188351], [28287.89431246, 15653.84537134], [28233.0319974, 15684.21103378], [28160.83750771, 15713.14380063], [28105.97519265, 15743.50946308], [28068.44505221, 15775.30802113], [28013.58273715, 15805.67368358], [27958.72042209, 15836.03934602], [27903.85810702, 15866.40500847], [27848.99579196, 15896.77067092], [27794.1334769, 15927.13633337], [27723.37188281, 15938.7369256], [27651.17739313, 15967.66969245], [27597.74797366, 15980.70318027]]"
342,212,IO,L,"[[31605.415368, 16728.57694236], [31445.4915985, 16723.6385268], [31293.81093825, 16710.95084354], [31142.130278, 16698.26316028], [31006.93583626, 16670.07694162], [30871.74139451, 16641.89072297], [30728.30384352, 16621.45377201], [30584.86629252, 16601.01682106], [30441.42874153, 16580.5798701], [30297.99119053, 16560.14291914], [30146.31053028, 16547.45523588], [29986.38676078, 16542.51682032], [29826.46299128, 16537.57840475], [29674.78233103, 16524.89072149], [29539.58788929, 16496.70450284], [29412.6365568, 16460.76901649], [29277.44211506, 16432.58279784], [29142.24767331, 16404.39657918], [28998.81012232, 16383.95962822], [28847.12946207, 16371.27194496], [28695.44880182, 16358.5842617], [28552.01125083, 16338.14731075], [28611.44146105, 16227.92911754], [28724.62270359, 16191.40506606], [28845.80013461, 16155.12793536], [28974.9737541, 16119.09772543], [29103.90045281, 16091.06370398], [29240.57641922, 16071.27279179], [29377.25238563, 16051.48187959], [29513.92835205, 16031.69096739], [29673.85212155, 16036.62938296], [29817.7835141, 16041.07395696], [29977.7072836, 16046.01237253], [30137.6310531, 16050.95078809], [30281.0686041, 16071.38773905], [30432.74926435, 16084.07542231], [30576.18681534, 16104.51237327], [30711.38125709, 16132.69859192], [30846.57569883, 16160.88481057], [30973.52703132, 16196.82029692], [31100.47836381, 16232.75578328], [31219.18658704, 16276.44053732], [31337.89481028, 16320.12529137], [31431.87370575, 16387.05784851], [31525.85260123, 16453.99040565], [31611.58838745, 16528.67223048], [31689.08106442, 16611.10332302], [31638.38780501, 16697.57987157]]"
343,277,LRt,R,"[[29345.74620305, 15725.1046546], [29202.39920447, 15704.04193876], [29075.60590281, 15667.55278074], [28957.0894496, 15623.35040163], [28846.84984485, 15571.43480142], [28736.6102401, 15519.51920122], [28618.09378689, 15475.3168221], [28507.85418214, 15423.4012219], [28405.89142585, 15363.7724006], [28320.48236647, 15288.71713712], [28235.0733071, 15213.66187364], [28157.94109618, 15130.89338906], [28080.80888526, 15048.12490449], [28003.67667434, 14965.35641992], [27934.82131187, 14874.87471425], [27882.51964633, 14768.9665664], [27886.74685157, 14649.04104478], [27977.22855723, 14580.18568232], [28128.85240427, 14593.53517707], [28239.09200902, 14645.45077727], [28341.05476531, 14705.07959857], [28434.74067314, 14772.42164096], [28528.42658098, 14839.76368335], [28622.11248881, 14907.10572574], [28724.07524511, 14966.73454703], [28834.31484985, 15018.65014724], [28944.5544546, 15070.56574744], [29054.79405935, 15122.48134765], [29131.92627027, 15205.24983222], [29192.50478428, 15303.44475898], [29253.08329828, 15401.63968574], [29305.38496383, 15507.54783359], [29341.13293247, 15628.88242362]]"
