name,DK39,DK41,DK43,DK52,DK54,DK55
Pn_R_dist,2224.034237733089,1318.640152584851,1068.5738638994499,,1177.9386111631622,
SC_dx,,,,,,
SC_dy,,,,,,
SC_dz,,,,,,
SC_dist,,,,,,
Tz_L_dx,344.6109999999999,401.8509999999998,-610.709,,-695.0689999999997,
Tz_L_dy,2.4099999999998545,646.5099999999995,140.75999999999908,,675.72,
Tz_L_dz,-970.0,-290.0,-530.0,,-130.0,
Tz_L_dist,1029.399120565488,814.5915579607974,820.7794224278529,,978.0687261951482,
Tz_R_dx,1714.1110000000003,675.831,-48.19900000000018,,-257.98900000000003,
Tz_R_dy,380.0,906.099999999999,550.3599999999994,,798.2899999999995,
Tz_R_dz,-970.0,-110.0,-330.0,,-110.0,
Tz_R_dist,2005.8605435874651,1135.7221273537812,643.5209967056237,,846.1236601236247,
